COD_ESTACION;NOM_ESTACION;FECHA;CONTAMINANTE;MEDICION
12040008;CASTELLÓ - PENYETA;01/01/1997;TEMP.;10,5
12040008;CASTELLÓ - PENYETA;01/01/1997;PST;13
12040008;CASTELLÓ - PENYETA;02/01/1997;DIREC.;22
12040008;CASTELLÓ - PENYETA;02/01/1997;H.REL.;48
12040008;CASTELLÓ - PENYETA;02/01/1997;NO;5
12040008;CASTELLÓ - PENYETA;02/01/1997;NO2;17
12040008;CASTELLÓ - PENYETA;02/01/1997;NOX;25
12040008;CASTELLÓ - PENYETA;02/01/1997;O3;58
12040008;CASTELLÓ - PENYETA;02/01/1997;VELOC.;1,9
12040008;CASTELLÓ - PENYETA;02/01/1997;PRECIP.;3,2
12040008;CASTELLÓ - PENYETA;02/01/1997;PRES.;997
12040008;CASTELLÓ - PENYETA;02/01/1997;R.SOL.;73
12040008;CASTELLÓ - PENYETA;02/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;02/01/1997;TEMP.;10,2
12040008;CASTELLÓ - PENYETA;02/01/1997;PST;11
12040008;CASTELLÓ - PENYETA;03/01/1997;DIREC.;288
12040008;CASTELLÓ - PENYETA;03/01/1997;H.REL.;29
12040008;CASTELLÓ - PENYETA;03/01/1997;NO;5
12040008;CASTELLÓ - PENYETA;03/01/1997;NO2;17
12040008;CASTELLÓ - PENYETA;03/01/1997;NOX;24
12040008;CASTELLÓ - PENYETA;03/01/1997;O3;61
12040008;CASTELLÓ - PENYETA;03/01/1997;VELOC.;2,3
12040008;CASTELLÓ - PENYETA;03/01/1997;PRECIP.;15,9
12040008;CASTELLÓ - PENYETA;03/01/1997;PRES.;990
12040008;CASTELLÓ - PENYETA;03/01/1997;R.SOL.;104
12040008;CASTELLÓ - PENYETA;03/01/1997;SO2;6
12040008;CASTELLÓ - PENYETA;03/01/1997;TEMP.;9,6
12040008;CASTELLÓ - PENYETA;03/01/1997;PST;13
12040008;CASTELLÓ - PENYETA;04/01/1997;PST;8
12040008;CASTELLÓ - PENYETA;04/01/1997;PRES.;999
12040008;CASTELLÓ - PENYETA;04/01/1997;R.SOL.;103
12040008;CASTELLÓ - PENYETA;04/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;04/01/1997;TEMP.;9,4
12040008;CASTELLÓ - PENYETA;04/01/1997;VELOC.;2,2
12040008;CASTELLÓ - PENYETA;04/01/1997;O3;72
12040008;CASTELLÓ - PENYETA;04/01/1997;DIREC.;301
12040008;CASTELLÓ - PENYETA;04/01/1997;H.REL.;6
12040008;CASTELLÓ - PENYETA;04/01/1997;NO;3
12040008;CASTELLÓ - PENYETA;04/01/1997;NO2;6
12040008;CASTELLÓ - PENYETA;04/01/1997;NOX;11
12040008;CASTELLÓ - PENYETA;04/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;05/01/1997;NO;4
12040008;CASTELLÓ - PENYETA;05/01/1997;DIREC.;2
12040008;CASTELLÓ - PENYETA;05/01/1997;H.REL.;29
12040008;CASTELLÓ - PENYETA;05/01/1997;NO2;10
12040008;CASTELLÓ - PENYETA;05/01/1997;NOX;16
12040008;CASTELLÓ - PENYETA;05/01/1997;O3;65
12040008;CASTELLÓ - PENYETA;05/01/1997;VELOC.;3,3
12040008;CASTELLÓ - PENYETA;05/01/1997;PRECIP.;6,6
12040008;CASTELLÓ - PENYETA;05/01/1997;PRES.;1000
12040008;CASTELLÓ - PENYETA;05/01/1997;R.SOL.;24
12040008;CASTELLÓ - PENYETA;05/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;05/01/1997;TEMP.;6
12040008;CASTELLÓ - PENYETA;05/01/1997;PST;7
12040008;CASTELLÓ - PENYETA;06/01/1997;DIREC.;354
12040008;CASTELLÓ - PENYETA;06/01/1997;H.REL.;46
12040008;CASTELLÓ - PENYETA;06/01/1997;NO;5
12040008;CASTELLÓ - PENYETA;06/01/1997;NO2;7
12040008;CASTELLÓ - PENYETA;06/01/1997;NOX;14
12040008;CASTELLÓ - PENYETA;06/01/1997;O3;65
12040008;CASTELLÓ - PENYETA;06/01/1997;VELOC.;2,4
12040008;CASTELLÓ - PENYETA;06/01/1997;PRECIP.;7,8
12040008;CASTELLÓ - PENYETA;06/01/1997;PRES.;998
12040008;CASTELLÓ - PENYETA;06/01/1997;R.SOL.;23
12040008;CASTELLÓ - PENYETA;06/01/1997;SO2;8
12040008;CASTELLÓ - PENYETA;06/01/1997;TEMP.;6,2
12040008;CASTELLÓ - PENYETA;06/01/1997;PST;6
12040008;CASTELLÓ - PENYETA;07/01/1997;DIREC.;310
12040008;CASTELLÓ - PENYETA;07/01/1997;H.REL.;20
12040008;CASTELLÓ - PENYETA;07/01/1997;NO;9
12040008;CASTELLÓ - PENYETA;07/01/1997;NO2;28
12040008;CASTELLÓ - PENYETA;07/01/1997;NOX;41
12040008;CASTELLÓ - PENYETA;07/01/1997;O3;54
12040008;CASTELLÓ - PENYETA;07/01/1997;VELOC.;1,5
12040008;CASTELLÓ - PENYETA;07/01/1997;PRECIP.;0,9
12040008;CASTELLÓ - PENYETA;07/01/1997;PRES.;1005
12040008;CASTELLÓ - PENYETA;07/01/1997;R.SOL.;107
12040008;CASTELLÓ - PENYETA;07/01/1997;SO2;8
12040008;CASTELLÓ - PENYETA;07/01/1997;TEMP.;8,6
12040008;CASTELLÓ - PENYETA;07/01/1997;PST;17
12040008;CASTELLÓ - PENYETA;08/01/1997;DIREC.;327
12040008;CASTELLÓ - PENYETA;08/01/1997;H.REL.;47
12040008;CASTELLÓ - PENYETA;08/01/1997;NO;13
12040008;CASTELLÓ - PENYETA;08/01/1997;NO2;28
12040008;CASTELLÓ - PENYETA;08/01/1997;NOX;47
12040008;CASTELLÓ - PENYETA;08/01/1997;O3;51
12040008;CASTELLÓ - PENYETA;08/01/1997;VELOC.;0,6
12040008;CASTELLÓ - PENYETA;08/01/1997;PRECIP.;2,4
12040008;CASTELLÓ - PENYETA;08/01/1997;PRES.;998
12040008;CASTELLÓ - PENYETA;08/01/1997;R.SOL.;68
12040008;CASTELLÓ - PENYETA;08/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;08/01/1997;TEMP.;9,5
12040008;CASTELLÓ - PENYETA;08/01/1997;PST;18
12040008;CASTELLÓ - PENYETA;09/01/1997;O3;60
12040008;CASTELLÓ - PENYETA;09/01/1997;PST;22
12040008;CASTELLÓ - PENYETA;09/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;09/01/1997;PRES.;997
12040008;CASTELLÓ - PENYETA;09/01/1997;R.SOL.;36
12040008;CASTELLÓ - PENYETA;09/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;09/01/1997;NOX;31
12040008;CASTELLÓ - PENYETA;09/01/1997;VELOC.;1,3
12040008;CASTELLÓ - PENYETA;09/01/1997;DIREC.;317
12040008;CASTELLÓ - PENYETA;09/01/1997;H.REL.;23
12040008;CASTELLÓ - PENYETA;09/01/1997;NO;7
12040008;CASTELLÓ - PENYETA;09/01/1997;NO2;21
12040008;CASTELLÓ - PENYETA;09/01/1997;TEMP.;13,7
12040008;CASTELLÓ - PENYETA;10/01/1997;DIREC.;329
12040008;CASTELLÓ - PENYETA;10/01/1997;H.REL.;14
12040008;CASTELLÓ - PENYETA;10/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;10/01/1997;NO2;20
12040008;CASTELLÓ - PENYETA;10/01/1997;NOX;28
12040008;CASTELLÓ - PENYETA;10/01/1997;O3;60
12040008;CASTELLÓ - PENYETA;10/01/1997;VELOC.;1,5
12040008;CASTELLÓ - PENYETA;10/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;10/01/1997;PRES.;1007
12040008;CASTELLÓ - PENYETA;10/01/1997;R.SOL.;100
12040008;CASTELLÓ - PENYETA;10/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;10/01/1997;TEMP.;13,4
12040008;CASTELLÓ - PENYETA;10/01/1997;PST;16
12040008;CASTELLÓ - PENYETA;11/01/1997;DIREC.;31
12040008;CASTELLÓ - PENYETA;11/01/1997;H.REL.;28
12040008;CASTELLÓ - PENYETA;11/01/1997;NO;12
12040008;CASTELLÓ - PENYETA;11/01/1997;NO2;33
12040008;CASTELLÓ - PENYETA;11/01/1997;NOX;52
12040008;CASTELLÓ - PENYETA;11/01/1997;O3;46
12040008;CASTELLÓ - PENYETA;11/01/1997;VELOC.;1
12040008;CASTELLÓ - PENYETA;11/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;11/01/1997;PRES.;1013
12040008;CASTELLÓ - PENYETA;11/01/1997;R.SOL.;79
12040008;CASTELLÓ - PENYETA;11/01/1997;SO2;13
12040008;CASTELLÓ - PENYETA;11/01/1997;TEMP.;13,1
12040008;CASTELLÓ - PENYETA;11/01/1997;PST;21
12040008;CASTELLÓ - PENYETA;12/01/1997;DIREC.;46
12040008;CASTELLÓ - PENYETA;12/01/1997;H.REL.;50
12040008;CASTELLÓ - PENYETA;12/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;12/01/1997;NO2;19
12040008;CASTELLÓ - PENYETA;12/01/1997;NOX;29
12040008;CASTELLÓ - PENYETA;12/01/1997;O3;48
12040008;CASTELLÓ - PENYETA;12/01/1997;VELOC.;0,8
12040008;CASTELLÓ - PENYETA;12/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;12/01/1997;PRES.;1015
12040008;CASTELLÓ - PENYETA;12/01/1997;R.SOL.;107
12040008;CASTELLÓ - PENYETA;12/01/1997;SO2;10
12040008;CASTELLÓ - PENYETA;12/01/1997;TEMP.;13
12040008;CASTELLÓ - PENYETA;12/01/1997;PST;21
12040008;CASTELLÓ - PENYETA;13/01/1997;DIREC.;67
12040008;CASTELLÓ - PENYETA;13/01/1997;H.REL.;62
12040008;CASTELLÓ - PENYETA;13/01/1997;NO;15
12040008;CASTELLÓ - PENYETA;13/01/1997;NO2;27
12040008;CASTELLÓ - PENYETA;13/01/1997;NOX;50
12040008;CASTELLÓ - PENYETA;13/01/1997;O3;52
12040008;CASTELLÓ - PENYETA;13/01/1997;VELOC.;0,8
12040008;CASTELLÓ - PENYETA;13/01/1997;PRECIP.;0,1
12040008;CASTELLÓ - PENYETA;13/01/1997;PRES.;1016
12040008;CASTELLÓ - PENYETA;13/01/1997;R.SOL.;109
12040008;CASTELLÓ - PENYETA;13/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;13/01/1997;TEMP.;10,4
12040008;CASTELLÓ - PENYETA;13/01/1997;PST;26
12040008;CASTELLÓ - PENYETA;14/01/1997;NOX;75
12040008;CASTELLÓ - PENYETA;14/01/1997;O3;46
12040008;CASTELLÓ - PENYETA;14/01/1997;PST;36
12040008;CASTELLÓ - PENYETA;14/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;14/01/1997;PRES.;1015
12040008;CASTELLÓ - PENYETA;14/01/1997;R.SOL.;35
12040008;CASTELLÓ - PENYETA;14/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;14/01/1997;TEMP.;10
12040008;CASTELLÓ - PENYETA;14/01/1997;VELOC.;0,8
12040008;CASTELLÓ - PENYETA;14/01/1997;NO2;39
12040008;CASTELLÓ - PENYETA;14/01/1997;DIREC.;35
12040008;CASTELLÓ - PENYETA;14/01/1997;H.REL.;56
12040008;CASTELLÓ - PENYETA;14/01/1997;NO;23
12040008;CASTELLÓ - PENYETA;15/01/1997;DIREC.;44
12040008;CASTELLÓ - PENYETA;15/01/1997;H.REL.;53
12040008;CASTELLÓ - PENYETA;15/01/1997;NO;4
12040008;CASTELLÓ - PENYETA;15/01/1997;NO2;17
12040008;CASTELLÓ - PENYETA;15/01/1997;NOX;24
12040008;CASTELLÓ - PENYETA;15/01/1997;O3;64
12040008;CASTELLÓ - PENYETA;15/01/1997;VELOC.;3,2
12040008;CASTELLÓ - PENYETA;15/01/1997;PRECIP.;1
12040008;CASTELLÓ - PENYETA;15/01/1997;PRES.;1015
12040008;CASTELLÓ - PENYETA;15/01/1997;R.SOL.;79
12040008;CASTELLÓ - PENYETA;15/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;15/01/1997;TEMP.;11,3
12040008;CASTELLÓ - PENYETA;15/01/1997;PST;20
12040008;CASTELLÓ - PENYETA;16/01/1997;DIREC.;78
12040008;CASTELLÓ - PENYETA;16/01/1997;H.REL.;60
12040008;CASTELLÓ - PENYETA;16/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;16/01/1997;NO2;30
12040008;CASTELLÓ - PENYETA;16/01/1997;NOX;42
12040008;CASTELLÓ - PENYETA;16/01/1997;O3;57
12040008;CASTELLÓ - PENYETA;16/01/1997;VELOC.;1
12040008;CASTELLÓ - PENYETA;16/01/1997;PRECIP.;0,2
12040008;CASTELLÓ - PENYETA;16/01/1997;PRES.;1014
12040008;CASTELLÓ - PENYETA;16/01/1997;R.SOL.;178
12040008;CASTELLÓ - PENYETA;16/01/1997;SO2;6
12040008;CASTELLÓ - PENYETA;16/01/1997;TEMP.;13
12040008;CASTELLÓ - PENYETA;16/01/1997;PST;24
12040008;CASTELLÓ - PENYETA;17/01/1997;DIREC.;2
12040008;CASTELLÓ - PENYETA;17/01/1997;H.REL.;51
12040008;CASTELLÓ - PENYETA;17/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;17/01/1997;NO2;25
12040008;CASTELLÓ - PENYETA;17/01/1997;NOX;37
12040008;CASTELLÓ - PENYETA;17/01/1997;O3;58
12040008;CASTELLÓ - PENYETA;17/01/1997;VELOC.;0,8
12040008;CASTELLÓ - PENYETA;17/01/1997;PRECIP.;1,1
12040008;CASTELLÓ - PENYETA;17/01/1997;PRES.;1011
12040008;CASTELLÓ - PENYETA;17/01/1997;R.SOL.;204
12040008;CASTELLÓ - PENYETA;17/01/1997;SO2;6
12040008;CASTELLÓ - PENYETA;17/01/1997;TEMP.;13
12040008;CASTELLÓ - PENYETA;17/01/1997;PST;26
12040008;CASTELLÓ - PENYETA;18/01/1997;DIREC.;347
12040008;CASTELLÓ - PENYETA;18/01/1997;H.REL.;35
12040008;CASTELLÓ - PENYETA;18/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;18/01/1997;NO2;29
12040008;CASTELLÓ - PENYETA;18/01/1997;NOX;39
12040008;CASTELLÓ - PENYETA;18/01/1997;O3;52
12040008;CASTELLÓ - PENYETA;18/01/1997;VELOC.;0,8
12040008;CASTELLÓ - PENYETA;18/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;18/01/1997;PRES.;1011
12040008;CASTELLÓ - PENYETA;18/01/1997;R.SOL.;198
12040008;CASTELLÓ - PENYETA;18/01/1997;SO2;12
12040008;CASTELLÓ - PENYETA;18/01/1997;TEMP.;11,8
12040008;CASTELLÓ - PENYETA;18/01/1997;PST;19
12040008;CASTELLÓ - PENYETA;19/01/1997;NO2;31
12040008;CASTELLÓ - PENYETA;19/01/1997;NOX;43
12040008;CASTELLÓ - PENYETA;19/01/1997;O3;40
12040008;CASTELLÓ - PENYETA;19/01/1997;PST;25
12040008;CASTELLÓ - PENYETA;19/01/1997;PRECIP.;1,7
12040008;CASTELLÓ - PENYETA;19/01/1997;PRES.;1005
12040008;CASTELLÓ - PENYETA;19/01/1997;H.REL.;53
12040008;CASTELLÓ - PENYETA;19/01/1997;SO2;8
12040008;CASTELLÓ - PENYETA;19/01/1997;TEMP.;11,7
12040008;CASTELLÓ - PENYETA;19/01/1997;VELOC.;1,1
12040008;CASTELLÓ - PENYETA;19/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;19/01/1997;DIREC.;40
12040008;CASTELLÓ - PENYETA;19/01/1997;R.SOL.;174
12040008;CASTELLÓ - PENYETA;20/01/1997;DIREC.;24
12040008;CASTELLÓ - PENYETA;20/01/1997;H.REL.;57
12040008;CASTELLÓ - PENYETA;20/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;20/01/1997;NO2;17
12040008;CASTELLÓ - PENYETA;20/01/1997;NOX;29
12040008;CASTELLÓ - PENYETA;20/01/1997;O3;46
12040008;CASTELLÓ - PENYETA;20/01/1997;VELOC.;2,1
12040008;CASTELLÓ - PENYETA;20/01/1997;PRECIP.;1
12040008;CASTELLÓ - PENYETA;20/01/1997;PRES.;1001
12040008;CASTELLÓ - PENYETA;20/01/1997;R.SOL.;180
12040008;CASTELLÓ - PENYETA;20/01/1997;SO2;8
12040008;CASTELLÓ - PENYETA;20/01/1997;TEMP.;13,4
12040008;CASTELLÓ - PENYETA;20/01/1997;PST;24
12040008;CASTELLÓ - PENYETA;21/01/1997;DIREC.;38
12040008;CASTELLÓ - PENYETA;21/01/1997;H.REL.;54
12040008;CASTELLÓ - PENYETA;21/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;21/01/1997;NO2;16
12040008;CASTELLÓ - PENYETA;21/01/1997;NOX;24
12040008;CASTELLÓ - PENYETA;21/01/1997;O3;50
12040008;CASTELLÓ - PENYETA;21/01/1997;VELOC.;2,7
12040008;CASTELLÓ - PENYETA;21/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;21/01/1997;PRES.;1006
12040008;CASTELLÓ - PENYETA;21/01/1997;R.SOL.;204
12040008;CASTELLÓ - PENYETA;21/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;21/01/1997;TEMP.;14,6
12040008;CASTELLÓ - PENYETA;21/01/1997;PST;33
12040008;CASTELLÓ - PENYETA;22/01/1997;DIREC.;33
12040008;CASTELLÓ - PENYETA;22/01/1997;H.REL.;52
12040008;CASTELLÓ - PENYETA;22/01/1997;NO;15
12040008;CASTELLÓ - PENYETA;22/01/1997;NO2;30
12040008;CASTELLÓ - PENYETA;22/01/1997;NOX;53
12040008;CASTELLÓ - PENYETA;22/01/1997;O3;39
12040008;CASTELLÓ - PENYETA;22/01/1997;VELOC.;1,9
12040008;CASTELLÓ - PENYETA;22/01/1997;PRECIP.;0,2
12040008;CASTELLÓ - PENYETA;22/01/1997;PRES.;1011
12040008;CASTELLÓ - PENYETA;22/01/1997;R.SOL.;166
12040008;CASTELLÓ - PENYETA;22/01/1997;SO2;9
12040008;CASTELLÓ - PENYETA;22/01/1997;TEMP.;14,7
12040008;CASTELLÓ - PENYETA;22/01/1997;PST;77
12040008;CASTELLÓ - PENYETA;23/01/1997;NO2;20
12040008;CASTELLÓ - PENYETA;23/01/1997;DIREC.;66
12040008;CASTELLÓ - PENYETA;23/01/1997;H.REL.;58
12040008;CASTELLÓ - PENYETA;23/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;23/01/1997;NOX;29
12040008;CASTELLÓ - PENYETA;23/01/1997;O3;53
12040008;CASTELLÓ - PENYETA;23/01/1997;VELOC.;2,1
12040008;CASTELLÓ - PENYETA;23/01/1997;PRECIP.;0,2
12040008;CASTELLÓ - PENYETA;23/01/1997;PRES.;1010
12040008;CASTELLÓ - PENYETA;23/01/1997;R.SOL.;153
12040008;CASTELLÓ - PENYETA;23/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;23/01/1997;TEMP.;14,2
12040008;CASTELLÓ - PENYETA;23/01/1997;PST;49
12040008;CASTELLÓ - PENYETA;24/01/1997;TEMP.;13,4
12040008;CASTELLÓ - PENYETA;24/01/1997;VELOC.;1,5
12040008;CASTELLÓ - PENYETA;24/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;24/01/1997;NO2;12
12040008;CASTELLÓ - PENYETA;24/01/1997;NOX;25
12040008;CASTELLÓ - PENYETA;24/01/1997;O3;56
12040008;CASTELLÓ - PENYETA;24/01/1997;DIREC.;39
12040008;CASTELLÓ - PENYETA;24/01/1997;PRECIP.;3,9
12040008;CASTELLÓ - PENYETA;24/01/1997;PRES.;1014
12040008;CASTELLÓ - PENYETA;24/01/1997;R.SOL.;160
12040008;CASTELLÓ - PENYETA;24/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;24/01/1997;H.REL.;58
12040008;CASTELLÓ - PENYETA;24/01/1997;PST;20
12040008;CASTELLÓ - PENYETA;25/01/1997;DIREC.;44
12040008;CASTELLÓ - PENYETA;25/01/1997;H.REL.;55
12040008;CASTELLÓ - PENYETA;25/01/1997;NO;4
12040008;CASTELLÓ - PENYETA;25/01/1997;NO2;6
12040008;CASTELLÓ - PENYETA;25/01/1997;NOX;12
12040008;CASTELLÓ - PENYETA;25/01/1997;O3;62
12040008;CASTELLÓ - PENYETA;25/01/1997;VELOC.;1,7
12040008;CASTELLÓ - PENYETA;25/01/1997;PRECIP.;1,8
12040008;CASTELLÓ - PENYETA;25/01/1997;PRES.;1017
12040008;CASTELLÓ - PENYETA;25/01/1997;R.SOL.;160
12040008;CASTELLÓ - PENYETA;25/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;25/01/1997;TEMP.;13,6
12040008;CASTELLÓ - PENYETA;25/01/1997;PST;28
12040008;CASTELLÓ - PENYETA;26/01/1997;DIREC.;15
12040008;CASTELLÓ - PENYETA;26/01/1997;H.REL.;53
12040008;CASTELLÓ - PENYETA;26/01/1997;NO;6
12040008;CASTELLÓ - PENYETA;26/01/1997;NO2;21
12040008;CASTELLÓ - PENYETA;26/01/1997;NOX;30
12040008;CASTELLÓ - PENYETA;26/01/1997;O3;54
12040008;CASTELLÓ - PENYETA;26/01/1997;VELOC.;0,9
12040008;CASTELLÓ - PENYETA;26/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;26/01/1997;PRES.;1018
12040008;CASTELLÓ - PENYETA;26/01/1997;R.SOL.;195
12040008;CASTELLÓ - PENYETA;26/01/1997;SO2;11
12040008;CASTELLÓ - PENYETA;26/01/1997;TEMP.;13,2
12040008;CASTELLÓ - PENYETA;26/01/1997;PST;44
12040008;CASTELLÓ - PENYETA;27/01/1997;DIREC.;84
12040008;CASTELLÓ - PENYETA;27/01/1997;H.REL.;62
12040008;CASTELLÓ - PENYETA;27/01/1997;NO;8
12040008;CASTELLÓ - PENYETA;27/01/1997;NO2;25
12040008;CASTELLÓ - PENYETA;27/01/1997;NOX;37
12040008;CASTELLÓ - PENYETA;27/01/1997;O3;30
12040008;CASTELLÓ - PENYETA;27/01/1997;VELOC.;0,6
12040008;CASTELLÓ - PENYETA;27/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;27/01/1997;PRES.;1021
12040008;CASTELLÓ - PENYETA;27/01/1997;R.SOL.;171
12040008;CASTELLÓ - PENYETA;27/01/1997;SO2;11
12040008;CASTELLÓ - PENYETA;27/01/1997;TEMP.;12,1
12040008;CASTELLÓ - PENYETA;27/01/1997;PST;65
12040008;CASTELLÓ - PENYETA;28/01/1997;DIREC.;52
12040008;CASTELLÓ - PENYETA;28/01/1997;H.REL.;53
12040008;CASTELLÓ - PENYETA;28/01/1997;NO;7
12040008;CASTELLÓ - PENYETA;28/01/1997;NO2;30
12040008;CASTELLÓ - PENYETA;28/01/1997;NOX;41
12040008;CASTELLÓ - PENYETA;28/01/1997;O3;34
12040008;CASTELLÓ - PENYETA;28/01/1997;VELOC.;1
12040008;CASTELLÓ - PENYETA;28/01/1997;PRECIP.;3
12040008;CASTELLÓ - PENYETA;28/01/1997;PRES.;1021
12040008;CASTELLÓ - PENYETA;28/01/1997;R.SOL.;188
12040008;CASTELLÓ - PENYETA;28/01/1997;SO2;11
12040008;CASTELLÓ - PENYETA;28/01/1997;TEMP.;11,6
12040008;CASTELLÓ - PENYETA;28/01/1997;PST;49
12040008;CASTELLÓ - PENYETA;29/01/1997;H.REL.;54
12040008;CASTELLÓ - PENYETA;29/01/1997;NO;4
12040008;CASTELLÓ - PENYETA;29/01/1997;NO2;16
12040008;CASTELLÓ - PENYETA;29/01/1997;NOX;22
12040008;CASTELLÓ - PENYETA;29/01/1997;O3;49
12040008;CASTELLÓ - PENYETA;29/01/1997;PST;21
12040008;CASTELLÓ - PENYETA;29/01/1997;DIREC.;29
12040008;CASTELLÓ - PENYETA;29/01/1997;PRES.;1024
12040008;CASTELLÓ - PENYETA;29/01/1997;R.SOL.;174
12040008;CASTELLÓ - PENYETA;29/01/1997;SO2;5
12040008;CASTELLÓ - PENYETA;29/01/1997;TEMP.;11,2
12040008;CASTELLÓ - PENYETA;29/01/1997;VELOC.;2,7
12040008;CASTELLÓ - PENYETA;29/01/1997;PRECIP.;1,7
12040008;CASTELLÓ - PENYETA;30/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;30/01/1997;PRES.;1024
12040008;CASTELLÓ - PENYETA;30/01/1997;R.SOL.;241
12040008;CASTELLÓ - PENYETA;30/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;30/01/1997;TEMP.;11,8
12040008;CASTELLÓ - PENYETA;30/01/1997;VELOC.;1,3
12040008;CASTELLÓ - PENYETA;30/01/1997;PST;49
12040008;CASTELLÓ - PENYETA;30/01/1997;H.REL.;50
12040008;CASTELLÓ - PENYETA;30/01/1997;NO;5
12040008;CASTELLÓ - PENYETA;30/01/1997;NO2;25
12040008;CASTELLÓ - PENYETA;30/01/1997;NOX;33
12040008;CASTELLÓ - PENYETA;30/01/1997;O3;59
12040008;CASTELLÓ - PENYETA;30/01/1997;DIREC.;23
12040008;CASTELLÓ - PENYETA;31/01/1997;DIREC.;63
12040008;CASTELLÓ - PENYETA;31/01/1997;H.REL.;61
12040008;CASTELLÓ - PENYETA;31/01/1997;NO;5
12040008;CASTELLÓ - PENYETA;31/01/1997;NO2;32
12040008;CASTELLÓ - PENYETA;31/01/1997;NOX;41
12040008;CASTELLÓ - PENYETA;31/01/1997;O3;44
12040008;CASTELLÓ - PENYETA;31/01/1997;VELOC.;0,6
12040008;CASTELLÓ - PENYETA;31/01/1997;PRECIP.;0
12040008;CASTELLÓ - PENYETA;31/01/1997;PRES.;1021
12040008;CASTELLÓ - PENYETA;31/01/1997;R.SOL.;198
12040008;CASTELLÓ - PENYETA;31/01/1997;SO2;7
12040008;CASTELLÓ - PENYETA;31/01/1997;TEMP.;11,2
12040008;CASTELLÓ - PENYETA;31/01/1997;PST;70
12040009;CASTELLÓ - ERMITA;01/01/1997;H.REL.;84
12040009;CASTELLÓ - ERMITA;01/01/1997;VELOC.;1,5
12040009;CASTELLÓ - ERMITA;01/01/1997;CO;0,7
12040009;CASTELLÓ - ERMITA;01/01/1997;DIREC.;329
12040009;CASTELLÓ - ERMITA;01/01/1997;HCT;
12040009;CASTELLÓ - ERMITA;01/01/1997;NO;6
12040009;CASTELLÓ - ERMITA;01/01/1997;NO2;5
12040009;CASTELLÓ - ERMITA;01/01/1997;NOX;13
12040009;CASTELLÓ - ERMITA;01/01/1997;O3;36
12040009;CASTELLÓ - ERMITA;01/01/1997;PST;31
12040009;CASTELLÓ - ERMITA;01/01/1997;PRECIP.;1,8
12040009;CASTELLÓ - ERMITA;01/01/1997;R.SOL.;113
12040009;CASTELLÓ - ERMITA;01/01/1997;SO2;4
12040009;CASTELLÓ - ERMITA;01/01/1997;TEMP.;7,3
12040009;CASTELLÓ - ERMITA;01/01/1997;CH4;
12040009;CASTELLÓ - ERMITA;02/01/1997;CO;0,8
12040009;CASTELLÓ - ERMITA;02/01/1997;VELOC.;1,3
12040009;CASTELLÓ - ERMITA;02/01/1997;H.REL.;91
12040009;CASTELLÓ - ERMITA;02/01/1997;HCT;
12040009;CASTELLÓ - ERMITA;02/01/1997;NO;5
12040009;CASTELLÓ - ERMITA;02/01/1997;NO2;7
12040009;CASTELLÓ - ERMITA;02/01/1997;NOX;14
12040009;CASTELLÓ - ERMITA;02/01/1997;O3;28
12040009;CASTELLÓ - ERMITA;02/01/1997;PST;41
12040009;CASTELLÓ - ERMITA;02/01/1997;PRECIP.;4
12040009;CASTELLÓ - ERMITA;02/01/1997;CH4;
12040009;CASTELLÓ - ERMITA;02/01/1997;R.SOL.;95
